"Agricultural methane emissions (% of total)","Agricultural nitrous oxide emissions (% of total)","Agriculture, forestry, and fishing, value added (current US$)","Changes in inventories (current US$)","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","CO2 emissions from gaseous fuel consumption (% of total)","CO2 emissions from gaseous fuel consumption (kt)","CO2 emissions from liquid fuel consumption (% of total)","CO2 emissions from liquid fuel consumption (kt)","CO2 emissions from manufacturing industries and construction (% of total fuel combustion)","CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)","CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)","CO2 emissions from solid fuel consumption (% of total)","CO2 emissions from solid fuel consumption (kt)","CO2 emissions from transport (% of total fuel combustion)","CO2 intensity (kg per kg of oil equivalent energy use)","Energy related methane emissions (% of total)","Exports of goods and services (current US$)","External balance on goods and services (current US$)","Final consumption expenditure (current US$)","GDP (current US$)","GDP per capita (current US$)","General government final consumption expenditure (current US$)","GNI (current US$)","Gross capital formation (current US$)","Gross domestic savings (current US$)","Gross fixed capital formation (current US$)","Gross national expenditure (current US$)","Gross savings (current US$)","Gross value added at basic prices (GVA) (current US$)","Households and NPISHs Final consumption expenditure (current US$)","Imports of goods and services (current US$)","Industry (including construction), value added (current US$)","Manufacturing, value added (current US$)","Net primary income (Net income from abroad) (current US$)","Net secondary income (Net current transfers from abroad) (current US$)","Nitrous oxide emissions in energy sector (% of total)","Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","Services, value added (current US$)","Taxes less subsidies on products (current US$)","Year","Country"
,,"false",,"false",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","IDA blend"
,,"false",,"false",,,,"false","false","false","false",,,"false","false",,,,"false","false","false",,"false",,"false",,,,,"false",,,,,,,"false","false",,"true","IDA only"
,,"false",,"false",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","IDA total"
,,"false",,"false",,"false",,"false","true","false","false",,"false","false","true",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"false","false",,"true","Late-demographic dividend"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","true",,,,"false","false",,"true","Latin America & Caribbean"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","true",,,,"false","false",,"true","Latin America & Caribbean (excluding high income)"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","true",,,,"false","false",,"true","Latin America & the Caribbean (IDA & IBRD countries)"
,,,,"false",,,,"false","false","false","false",,,"false","false",,,,,"false","false",,"false",,,,,,,,,,,,,,"false",,,"true","Least developed countries: UN classification"
,,"true",,"false",,"true",,"false","false","false","false",,"true","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"true","true",,"true","Low & middle income"
,,"false",,"false",,,,"false","true","false","false",,,"false","false",,,,,"false","false",,,,,,,,,,,,,,,,"false",,,"true","Low income"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","true",,,,"false","false",,"true","Lower middle income"
,,,,"false",,"false",,"false","false","false","false",,,"false","true",,,,"false","false","false","false","false","false","false","false","false",,,"false",,,,,,,"false",,,"true","Middle East & North Africa"
,,,,"false",,"false",,"false","false","false","false",,"false","false","true",,"false",,"false","false","false","false",,,"false","false","false",,,"false","false",,,,,,"false",,,"true","Middle East & North Africa (excluding high income)"
,,,,"false",,"false",,"false","false","false","false",,"false","false","true",,"false",,"false","false","false","false",,,"false","false","false",,,"false","false",,,,,,"false",,,"true","Middle East & North Africa (IDA & IBRD countries)"
,,"true",,"false",,"true",,"false","false","false","false",,"true","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"true","true",,"true","Middle income"
,,,,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false",,,,,,"false",,,"true","North America"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Not classified"
,,,,"false",,"false",,"true","false","false","false",,"false","false","false",,"true",,"true","true","false","true","true","true","true","true","true",,"true","true","true",,,,,,"false",,,"true","OECD members"
,,,,"true",,"false",,"false","false","false","false",,,"false","false",,,,,"false","false",,"false",,,,,,,,,,,,,,"false",,,"true","Other small states"
,,,,,,,,"false",,,,,,,,,"false",,"false","false","false",,"false","false","false","false","false",,"false","false","false","false","false",,,,"false",,,"true","Pacific island small states"
,,,,"false",,"false",,"true","false","false","false",,"false","false","false",,"true",,"true","true","false","true","true","true","true","true","true",,"true","true","true",,,,,,"false",,,"true","Post-demographic dividend"
,,"false",,"false",,"false",,"false","false","false","false",,,"false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","Pre-demographic dividend"
,,,,"true",,"false",,"false","false","false","false",,,"false","false",,,,,"false","false",,"false",,,,,,,,,,,,,,"false",,,"true","Small states"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","South Asia"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","South Asia (IDA & IBRD)"
,,"false",,"true",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","Sub-Saharan Africa"
,,"false",,"true",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","Sub-Saharan Africa (excluding high income)"
,,"false",,"true",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","Sub-Saharan Africa (IDA & IBRD countries)"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","true",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"false","true",,"true","Upper middle income"
,,"true",,"false",,"true",,"true","false","false","false",,"true","false","false",,"true",,"true","true","false","true","true","true","true","true","true",,"true","true","true",,,,,,"true",,,"true","World"
"true","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Afghanistan"
"true","true",,"false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false",,,"false","true","false","false",,,"true","Albania"
